name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
History,history-29757,books,Books,Books,Children's Books,Children's Non-Fiction > History,5540,4
Biographies,biographies-29751,books,Books,Books,Children's Books,Children's Non-Fiction > Biographies,4951,4
"People, Places & Events",people-places-and-events-29761,books,Books,Books,Children's Books,"Children's Non-Fiction > People, Places & Events",4752,4
Self-Help & Relationships,self-help-and-relationships-29764,books,Books,Books,Children's Books,Children's Non-Fiction > Self-Help & Relationships,4720,4
Science & Maths,science-and-maths-29763,books,Books,Books,Children's Books,Children's Non-Fiction > Science & Maths,2780,4
Sports & Recreation,sports-and-recreation-29766,books,Books,Books,Children's Books,Children's Non-Fiction > Sports & Recreation,2656,4
Humour,humour-29759,books,Books,Books,Children's Books,Children's Non-Fiction > Humour,2645,4
"Space, Transport & Travel",space-transport-and-travel-29765,books,Books,Books,Children's Books,"Children's Non-Fiction > Space, Transport & Travel",1673,4
Computers & Technology,computers-and-technology-29753,books,Books,Books,Children's Books,Children's Non-Fiction > Computers & Technology,1416,4
Children's Cookbooks,children-s-cookbooks-29752,books,Books,Books,Children's Books,Children's Non-Fiction > Children's Cookbooks,1117,4
Geography & Culture,geography-and-culture-29756,books,Books,Books,Children's Books,Children's Non-Fiction > Geography & Culture,780,4
"Activities, Crafts & Games",activities-crafts-and-games-29748,books,Books,Books,Children's Books,"Children's Non-Fiction > Activities, Crafts & Games",369,4
Animals,animals-29749,books,Books,Books,Children's Books,Children's Non-Fiction > Animals,301,4
Publishers & Publishing Industry,publishers-and-publishing-industry-29785,books,Books,Books,Fiction,Language & Literature > Publishers & Publishing Industry,1333,4
Public Speaking & Speech Writing,public-speaking-and-speech-writing-29784,books,Books,Books,Fiction,Language & Literature > Public Speaking & Speech Writing,901,4
Style Manuals,style-manuals-29786,books,Books,Books,Fiction,Language & Literature > Style Manuals,311,4
Lexicography,lexicography-29783,books,Books,Books,Fiction,Language & Literature > Lexicography,123,4
Life Sciences,life-sciences-29711,books,Books,Academic,Higher Education,Science & Mathematical Studies > Life Sciences,77256,4
Science,science-29720,books,Books,Academic,Higher Education,Science & Mathematical Studies > Science,43851,4
Earth Science,earth-science-29706,books,Books,Academic,Higher Education,Science & Mathematical Studies > Earth Science,31514,4
Physics,physics-29715,books,Books,Academic,Higher Education,Science & Mathematical Studies > Physics,24770,4
Chemistry,chemistry-29703,books,Books,Academic,Higher Education,Science & Mathematical Studies > Chemistry,22201,4
Astronomy,astronomy-29701,books,Books,Academic,Higher Education,Science & Mathematical Studies > Astronomy,7127,4
Environmental Science,environmental-science-29708,books,Books,Academic,Higher Education,Science & Mathematical Studies > Environmental Science,5845,4
History,history-29710,books,Books,Academic,Higher Education,Science & Mathematical Studies > History,5635,4
Mechanics,mechanics-29712,books,Books,Academic,Higher Education,Science & Mathematical Studies > Mechanics,3465,4
Paleontology,paleontology-29714,books,Books,Academic,Higher Education,Science & Mathematical Studies > Paleontology,2270,4
Energy,energy-29707,books,Books,Academic,Higher Education,Science & Mathematical Studies > Energy,1877,4
Biotechnology,biotechnology-29702,books,Books,Academic,Higher Education,Science & Mathematical Studies > Biotechnology,1740,4
Cosmology,cosmology-29705,books,Books,Academic,Higher Education,Science & Mathematical Studies > Cosmology,1229,4
Applied Sciences,applied-sciences-29700,books,Books,Academic,Higher Education,Science & Mathematical Studies > Applied Sciences,936,4
Nanoscience,nanoscience-29713,books,Books,Academic,Higher Education,Science & Mathematical Studies > Nanoscience,643,4
Research,research-29719,books,Books,Academic,Higher Education,Science & Mathematical Studies > Research,595,4
Acoustics & Sound,acoustics-and-sound-29699,books,Books,Academic,Higher Education,Science & Mathematical Studies > Acoustics & Sound,383,4
Gravity,gravity-29709,books,Books,Academic,Higher Education,Science & Mathematical Studies > Gravity,341,4
Cognitive Science,cognitive-science-29704,books,Books,Academic,Higher Education,Science & Mathematical Studies > Cognitive Science,276,4
Reference,reference-29718,books,Books,Academic,Higher Education,Science & Mathematical Studies > Reference,211,4
Radiation,radiation-29716,books,Books,Academic,Higher Education,Science & Mathematical Studies > Radiation,180,4
Radiography,radiography-29717,books,Books,Academic,Higher Education,Science & Mathematical Studies > Radiography,61,4
Dentistry,dentistry-29676,books,Books,Academic,Higher Education,Health Sciences > Dentistry,8818,4
Nursing,nursing-29687,books,Books,Academic,Higher Education,Health Sciences > Nursing,6615,4
Pharmacology,pharmacology-29689,books,Books,Academic,Higher Education,Health Sciences > Pharmacology,5917,4
Surgery,surgery-29692,books,Books,Academic,Higher Education,Health Sciences > Surgery,3985,4
Diseases,diseases-29680,books,Books,Academic,Higher Education,Health Sciences > Diseases,3153,4
Oncology,oncology-29688,books,Books,Academic,Higher Education,Health Sciences > Oncology,2992,4
Veterinary Medicine,veterinary-medicine-29693,books,Books,Academic,Higher Education,Health Sciences > Veterinary Medicine,2902,4
Allied Health Services,allied-health-services-29665,books,Books,Academic,Higher Education,Health Sciences > Allied Health Services,2161,4
Clinical Medicine,clinical-medicine-29674,books,Books,Academic,Higher Education,Health Sciences > Clinical Medicine,1905,4
Cardiology,cardiology-29671,books,Books,Academic,Higher Education,Health Sciences > Cardiology,1872,4
Administration,administration-29664,books,Books,Academic,Higher Education,Health Sciences > Administration,1317,4
Physiology,physiology-29690,books,Books,Academic,Higher Education,Health Sciences > Physiology,1172,4
Endocrinology,endocrinology-29684,books,Books,Academic,Higher Education,Health Sciences > Endocrinology,1100,4
Anatomy,anatomy-29666,books,Books,Academic,Higher Education,Health Sciences > Anatomy,997,4
Biochemistry,biochemistry-29669,books,Books,Academic,Higher Education,Health Sciences > Biochemistry,995,4
Biotechnology,biotechnology-29670,books,Books,Academic,Higher Education,Health Sciences > Biotechnology,867,4
Dermatology,dermatology-29677,books,Books,Academic,Higher Education,Health Sciences > Dermatology,635,4
Family Practice,family-practice-29686,books,Books,Academic,Higher Education,Health Sciences > Family Practice,581,4
Emergency Medicine,emergency-medicine-29683,books,Books,Academic,Higher Education,Health Sciences > Emergency Medicine,500,4
Epidemiology,epidemiology-29685,books,Books,Academic,Higher Education,Health Sciences > Epidemiology,489,4
Anesthesiology,anesthesiology-29667,books,Books,Academic,Higher Education,Health Sciences > Anesthesiology,452,4
Audiology,audiology-29668,books,Books,Academic,Higher Education,Health Sciences > Audiology,391,4
Diagnostic Imaging,diagnostic-imaging-29678,books,Books,Academic,Higher Education,Health Sciences > Diagnostic Imaging,390,4
Critical Care,critical-care-29675,books,Books,Academic,Higher Education,Health Sciences > Critical Care,292,4
Sport Medicine,sport-medicine-29691,books,Books,Academic,Higher Education,Health Sciences > Sport Medicine,282,4
Dictionaries,dictionaries-29679,books,Books,Academic,Higher Education,Health Sciences > Dictionaries,239,4
Chiropractic,chiropractic-29673,books,Books,Academic,Higher Education,Health Sciences > Chiropractic,148,4
Drug Guides,drug-guides-29681,books,Books,Academic,Higher Education,Health Sciences > Drug Guides,113,4
Chemotherapy,chemotherapy-29672,books,Books,Academic,Higher Education,Health Sciences > Chemotherapy,103,4
Embryology,embryology-29682,books,Books,Academic,Higher Education,Health Sciences > Embryology,83,4
Subjects & Themes,subjects-and-themes-30894,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Subjects & Themes,32168,5
American,american-30879,books,Books,Books,Non-Fiction,Language & Literature > Poetry > American,28138,5
European,european-30887,books,Books,Books,Non-Fiction,Language & Literature > Poetry > European,25441,5
Women Authors,women-authors-30895,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Women Authors,10752,5
Anthologies,anthologies-30881,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Anthologies,6485,5
Asian,asian-30882,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Asian,2216,5
Ancient & Classical,ancient-and-classical-30880,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Ancient & Classical,2193,5
Caribbean & Latin American,caribbean-and-latin-american-30885,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Caribbean & Latin American,2151,5
Epic,epic-30886,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Epic,1929,5
Canadian,canadian-30884,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Canadian,1597,5
LGBT,lgbt-30889,books,Books,Books,Non-Fiction,Language & Literature > Poetry > LGBT,1533,5
African,africa-30878,books,Books,Books,Non-Fiction,Language & Literature > Poetry > African,1461,5
Australian & Oceanian,australian-and-oceanian-30883,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Australian & Oceanian,1105,5
Middle Eastern,middle-eastern-30891,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Middle Eastern,850,5
Haiku,haiku-30888,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Haiku,619,5
Medieval,medieval-30890,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Medieval,396,5
Native American,native-american-30892,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Native American,292,5
Russian & Former Soviet Union,russian-and-former-soviet-union-30893,books,Books,Books,Non-Fiction,Language & Literature > Poetry > Russian & Former Soviet Union,262,5
World,world-30711,books,Books,Books,Non-Fiction,History & Archaeology > History > World,48427,5
Americas,americas-30609,books,Books,Books,Non-Fiction,History & Archaeology > History > Americas,32229,5
Social History,social-history-30700,books,Books,Books,Non-Fiction,History & Archaeology > History > Social History,7523,5
Native American,native-american-30693,books,Books,Books,Non-Fiction,History & Archaeology > History > Native American,5967,5
Canada,canada-30623,books,Books,Books,Non-Fiction,History & Archaeology > History > Canada,5571,5
Russia & The Former Soviet Union,russia-and-the-former-soviet-union-30699,books,Books,Books,Non-Fiction,History & Archaeology > History > Russia & The Former Soviet Union,4801,5
Reference,reference-30697,books,Books,Books,Non-Fiction,History & Archaeology > History > Reference,4793,5
Civilization,civilization-30626,books,Books,Books,Non-Fiction,History & Archaeology > History > Civilization,4265,5
North America,north-america-30694,books,Books,Books,Non-Fiction,History & Archaeology > History > North America,3369,5
Australia & New Zealand,australian-and-new-zealand-30621,books,Books,Books,Non-Fiction,History & Archaeology > History > Australia & New Zealand,2869,5
Holocaust,holocaust-30647,books,Books,Books,Non-Fiction,History & Archaeology > History > Holocaust,1767,5
Essays,essays-30627,books,Books,Books,Non-Fiction,History & Archaeology > History > Essays,1721,5
Oceania,oceania-30695,books,Books,Books,Non-Fiction,History & Archaeology > History > Oceania,1506,5
Historiography,historiography-30646,books,Books,Books,Non-Fiction,History & Archaeology > History > Historiography,1442,5
Expeditions & Discoveries,expeditions-and-discoveries-30644,books,Books,Books,Non-Fiction,History & Archaeology > History > Expeditions & Discoveries,1288,5
African American,african-american-30608,books,Books,Books,Non-Fiction,History & Archaeology > History > African American,1220,5
Historical Geography,historical-geography-30645,books,Books,Books,Non-Fiction,History & Archaeology > History > Historical Geography,1072,5
Women,women-30710,books,Books,Books,Non-Fiction,History & Archaeology > History > Women,745,5
Revolutionary,revolutionary-30698,books,Books,Books,Non-Fiction,History & Archaeology > History > Revolutionary,681,5
Study & Teaching,study-and-teaching-30701,books,Books,Books,Non-Fiction,History & Archaeology > History > Study & Teaching,546,5
Maritime History & Piracy,maritime-history-and-piracy-30653,books,Books,Books,Non-Fiction,History & Archaeology > History > Maritime History & Piracy,455,5
Polar Regions,polar-regions-30696,books,Books,Books,Non-Fiction,History & Archaeology > History > Polar Regions,356,5
Byzantine Empire,byzantine-empire-30622,books,Books,Books,Non-Fiction,History & Archaeology > History > Byzantine Empire,109,5
History,history-31053,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > History,18427,5
Spirituality,spirituality-31120,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Spirituality,14108,5
Theology,theology-31123,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Theology,9791,5
Devotional,devotional-31043,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Devotional,4564,5
Faith,faith-31047,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Faith,3814,5
Comparative Religion,comparative-religion-31037,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Comparative Religion,3257,5
Philosophy,philosophy-31105,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Philosophy,2860,5
Prayer,prayer-31106,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Prayer,2573,5
Religion & Science,religion-and-science-31111,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Religion & Science,2173,5
"Religion, Politics & State",religion-politics-and-state-31112,books,Books,Books,Non-Fiction,"Religion & Spirituality > Religion > Religion, Politics & State",1885,5
Education,education-31046,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Education,983,5
Paganism & Neo-Paganism,paganism-and-neo-paganism-31104,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Paganism & Neo-Paganism,814,5
Counseling,counseling-31039,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Counseling,806,5
Institutions & Organizations,institutions-and-organizations-31060,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Institutions & Organizations,724,5
Atheism,atheism-30986,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Atheism,714,5
Eastern,eastern-31044,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Eastern,636,5
Demonology & Satanism,demonology-and-satanism-31042,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Demonology & Satanism,602,5
Ecumenism & Interfaith,ecumenism-and-interfaith-31045,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Ecumenism & Interfaith,553,5
Sexuality & Gender Studies,sexuality-and-gender-studies-31117,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Sexuality & Gender Studies,545,5
Agnosticism,agnosticism-30985,books,Books,Books,Non-Fiction,Religion & Spirituality > Religion > Agnosticism,396,5
